material,number_of_elements,mean_Valence,wtd_mean_Valence,std_Valence,wtd_std_Valence,entropy_Valence,wtd_entropy_Valence,mean_fie,wtd_mean_fie,std_fie,wtd_std_fie,entropy_fie,wtd_entropy_fie,mean_ElectronAffinity,wtd_mean_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,mean_atomic_radius,wtd_mean_atomic_radius,mean_atomic_mass,wtd_mean_atomic_mass,gmean_FusionHeat,wtd_gmean_FusionHeat,mean_FusionHeat,wtd_mean_FusionHeat,gmean_Valence,wtd_gmean_Valence,range_Valence,wtd_range_Valence,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,gmean_fie,wtd_gmean_fie,range_fie,wtd_range_fie,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,max,mean,min
Nd1Ba2Cu3O6.78,4,2.25,2.078247261,0.433012702,0.268560286,1.368922361,1.210724984,773.025,991.7306729,325.5704638,350.8719462,1.304577661,0.888097082,82.3375,110.1917058,51.12571974,47.43547658,1.1640132,0.811906149,163.0,115.2143975,90.2786,56.1823108,3.585032949,1.328730917,7.1055,5.000403756,2.213363839,2.064470372,1,0.82629108,66.98998734,36.77452327,1.178059558,1.327645628,128.2426,13.00297872,53.2860956,50.06532465,714.9461837,921.5087784,810.6,655.0327074,138.0064058,90.45205858,1.25775304,1.336080956,205,23.4741784,76.64528687,78.87304459,4870.35725,3201.85357,749.1889155,73.41030457,1.034495294,0.882689686,8958.571,2102.528277,3422.728556,3790.341308,60.72149283,89.25343181,127.05,73.18075117,1.098226113,0.978115763,12.878,2.957342723,4.585759561,5.409828066,108.756645,98.05791959,7.55238461,1.168786702,0.336261916,0.203107954,399.97342,93.88261249,168.3010468,167.3817431,63.0,63.0,63.0
Nd1Ba2Cu3O6.81,4,2.25,2.078064012,0.433012702,0.268272292,1.368922361,1.209508929,773.025,992.4832943,325.5704638,350.8049446,1.304577661,0.886437718,82.3375,110.2673692,51.12571974,47.40562897,1.1640132,0.810587157,163.0,115.0569867,90.2786,56.08820562,3.585032949,1.323174649,7.1055,4.989213115,2.213363839,2.064316985,1,0.829039813,66.98998734,36.70291685,1.178059558,1.328020023,128.2426,12.93505746,53.2860956,50.04437218,714.9461837,922.2733515,810.6,656.5738486,138.0064058,90.31793764,1.25775304,1.336248706,205,23.41920375,76.64528687,78.84759774,4870.35725,3194.35843,749.1889155,72.7362061,1.034495294,0.882697505,8958.571,2097.600977,3422.728556,3789.059651,60.72149283,89.35128002,127.05,73.34309133,1.098226113,0.978404229,12.878,2.949896956,4.585759561,5.408423862,108.756645,97.828338,7.55238461,1.158476063,0.336261916,0.203113453,399.97342,93.66268464,168.3010468,167.2527687,91.7,91.7,91.7
Nd1Ba2Cu3O6.82,4,2.25,2.07800312,0.433012702,0.268176497,1.368922361,1.209103716,773.025,992.7333853,325.5704638,350.7823201,1.304577661,0.885885979,82.3375,110.2925117,51.12571974,47.39567991,1.1640132,0.810148338,163.0,115.0046802,90.2786,56.0569351,3.585032949,1.321333486,7.1055,4.98549454,2.213363839,2.064266018,1,0.829953198,66.98998734,36.6791534,1.178059558,1.328144154,128.2426,12.91248768,53.2860956,50.0373687,714.9461837,922.5275544,810.6,657.0859594,138.0064058,90.27341419,1.25775304,1.336303805,205,23.40093604,76.64528687,78.83907053,4870.35725,3191.867846,749.1889155,72.51358071,1.034495294,0.882700111,8958.571,2095.963668,3422.728556,3788.630387,60.72149283,89.38381806,127.05,73.39703588,1.098226113,0.978500271,12.878,2.947422777,4.585759561,5.407952048,108.756645,97.75204958,7.55238461,1.15507008,0.336261916,0.203115285,399.97342,93.58960409,168.3010468,167.2098196,95.0,95.0,95.0
Nd1Ba2Cu3O6.84,4,2.25,2.07788162,0.433012702,0.267985211,1.368922361,1.208293504,773.025,993.2323988,325.5704638,350.7366397,1.304577661,0.884784568,82.3375,110.3426791,51.12571974,47.37578217,1.1640132,0.809271965,163.0,114.9003115,90.2786,55.99454019,3.585032949,1.317667416,7.1055,4.978074766,2.213363839,2.064164327,1,0.831775701,66.98998734,36.6317835,1.178059558,1.328391422,128.2426,12.86745358,53.2860956,50.02333311,714.9461837,923.0349817,810.6,658.1077882,138.0064058,90.18464093,1.25775304,1.336412782,205,23.36448598,76.64528687,78.82194948,4870.35725,3186.898315,749.1889155,72.07140438,1.034495294,0.88270532,8958.571,2092.696701,3422.728556,3787.768826,60.72149283,89.44877752,127.05,73.5046729,1.098226113,0.978692187,12.878,2.942485981,4.585759561,5.407002859,108.756645,97.59982922,7.55238461,1.148303925,0.336261916,0.203118949,399.97342,93.44378449,168.3010468,167.123985,93.0,93.0,93.0
Nd1Ba2Cu3O6.85,4,2.25,2.077821012,0.433012702,0.26788972,1.368922361,1.207888508,773.025,993.481323,325.5704638,350.7135851,1.304577661,0.884234894,82.3375,110.3677043,51.12571974,47.36583354,1.1640132,0.808834411,163.0,114.848249,90.2786,55.96341556,3.585032949,1.315842464,7.1055,4.974373541,2.213363839,2.064113601,1,0.832684825,66.98998734,36.60817672,1.178059558,1.328514559,128.2426,12.84498911,53.2860956,50.01630114,714.9461837,923.2882074,810.6,658.6175097,138.0064058,90.14039056,1.25775304,1.336466663,205,23.3463035,76.64528687,78.81335588,4870.35725,3184.41935,749.1889155,71.85184138,1.034495294,0.882707924,8958.571,2091.067031,3422.728556,3787.33654,60.72149283,89.48119906,127.05,73.55836576,1.098226113,0.97878806,12.878,2.940023346,4.585759561,5.406525504,108.756645,97.52389673,7.55238461,1.144943577,0.336261916,0.20312078,399.97342,93.3710449,168.3010468,167.0810996,67.4,67.4,67.4
Nd1Ba2Cu3O6.86,4,2.25,2.077760498,0.433012702,0.267794329,1.368922361,1.207483586,773.025,993.72986,325.5704638,350.6903886,1.304577661,0.883685907,82.3375,110.3926905,51.12571974,47.3558851,1.1640132,0.808397279,163.0,114.7962675,90.2786,55.93233935,3.585032949,1.314022873,7.1055,4.970678072,2.213363839,2.064062956,1,0.833592535,66.98998734,36.58462183,1.178059558,1.328637367,128.2426,12.82255956,53.2860956,50.00925978,714.9461837,923.5411085,810.6,659.1264386,138.0064058,90.09623067,1.25775304,1.336520139,205,23.3281493,76.64528687,78.8047404,4870.35725,3181.944241,749.1889155,71.63328718,1.034495294,0.882710527,8958.571,2089.439896,3422.728556,3786.903259,60.72149283,89.51358191,127.05,73.61197512,1.098226113,0.978883878,12.878,2.937564541,4.585759561,5.406046321,108.756645,97.44808233,7.55238461,1.141598266,0.336261916,0.203122611,399.97342,93.29841844,168.3010468,167.0382354,78.6,78.6,78.6
Nd1Ba2Cu3O6.93,4,2.25,2.07733952,0.433012702,0.267129405,1.368922361,1.204651294,773.025,995.4588554,325.5704638,350.5240983,1.304577661,0.879862131,82.3375,110.566512,51.12571974,47.28625356,1.1640132,0.805349146,163.0,114.4346481,90.2786,55.71615174,3.585032949,1.301433987,7.1055,4.944969838,2.213363839,2.063710668,1,0.839907193,66.98998734,36.42117671,1.178059558,1.329487836,128.2426,12.66652421,53.2860956,49.95971281,714.9461837,925.3023817,810.6,662.6668987,138.0064058,89.78962219,1.25775304,1.336883254,205,23.20185615,76.64528687,78.74382937,4870.35725,3164.725674,749.1889155,70.13116132,1.034495294,0.882728736,8958.571,2078.12042,3422.728556,3783.842871,60.72149283,89.7391839,127.05,73.98491879,1.098226113,0.979553033,12.878,2.920459397,4.585759561,5.402641658,108.756645,96.92066507,7.55238461,1.118594927,0.336261916,0.20313542,399.97342,92.7931787,168.3010468,166.7387838,91.5,91.5,91.5
Nd1Ba2Cu3O6.94,4,2.25,2.077279753,0.433012702,0.267034815,1.368922361,1.204247001,773.025,995.7043277,325.5704638,350.4997915,1.304577661,0.879318599,82.3375,110.5911901,51.12571974,47.27630757,1.1640132,0.804915381,163.0,114.3833076,90.2786,55.68545873,3.585032949,1.299656497,7.1055,4.941319938,2.213363839,2.063660657,1,0.840803709,66.98998734,36.39803103,1.178059558,1.329608028,128.2426,12.64437125,53.2860956,49.9525986,714.9461837,925.5527087,810.6,663.1695518,138.0064058,89.74617645,1.25775304,1.336933537,205,23.18392581,76.64528687,78.73504313,4870.35725,3162.281087,749.1889155,69.92046754,1.034495294,0.882731335,8958.571,2076.513349,3422.728556,3783.401822,60.72149283,89.77125956,127.05,74.03786708,1.098226113,0.979648404,12.878,2.918030912,4.585759561,5.402148193,108.756645,96.84578556,7.55238461,1.115366847,0.336261916,0.203137248,399.97342,92.72144782,168.3010468,166.6960906,90.0,90.0,90.0
Nd1Ba2Cu3O6.95,4,2.25,2.077220077,0.433012702,0.266940325,1.368922361,1.203842792,773.025,995.9494208,325.5704638,350.4753492,1.304577661,0.878775744,82.3375,110.6158301,51.12571974,47.26636201,1.1640132,0.804482036,163.0,114.3320463,90.2786,55.65481313,3.585032949,1.297884174,7.1055,4.937675676,2.213363839,2.063610725,1,0.841698842,66.98998734,36.37493577,1.178059558,1.329727895,128.2426,12.62225251,53.2860956,49.94547554,714.9461837,925.8027167,810.6,663.6714286,138.0064058,89.70281877,1.25775304,1.336983425,205,23.16602317,76.64528687,78.72623608,4870.35725,3159.840274,749.1889155,69.71073066,1.034495294,0.882733934,8958.571,2074.908761,3422.728556,3782.959827,60.72149283,89.80329713,127.05,74.09073359,1.098226113,0.979743719,12.878,2.915606178,4.585759561,5.401652985,108.756645,96.7710217,7.55238461,1.112153045,0.336261916,0.203139077,399.97342,92.64982772,168.3010468,166.6534189,89.0,89.0,89.0
Nd1Ba2Cu3O6.98,4,2.25,2.077041602,0.433012702,0.266657447,1.368922361,1.202630672,773.025,996.6824345,325.5704638,350.4012148,1.304577661,0.877151234,82.3375,110.6895223,51.12571974,47.23652805,1.1640132,0.803184522,163.0,114.1787365,90.2786,55.56315963,3.585032949,1.292598001,7.1055,4.926776579,2.213363839,2.063461396,1,0.844375963,66.98998734,36.30595093,1.178059558,1.330085562,128.2426,12.55610077,53.2860956,49.92405391,714.9461837,926.5508325,810.6,665.1724191,138.0064058,89.57327155,1.25775304,1.337130732,205,23.11248074,76.64528687,78.69969121,4870.35725,3152.540402,749.1889155,69.08720608,1.034495294,0.882741727,8958.571,2070.109829,3422.728556,3781.62822,60.72149283,89.89918189,127.05,74.24884438,1.098226113,0.980029334,12.878,2.908354391,4.585759561,5.40015699,108.756645,96.54742129,7.55238461,1.10259651,0.336261916,0.20314456,399.97342,92.43562955,168.3010468,166.5255325,91.0,91.0,91.0
Nd1Ba2Cu3O7,4,2.25,2.076923077,0.433012702,0.266469355,1.368922361,1.201823024,773.025,997.1692308,325.5704638,350.3511258,1.304577661,0.876071594,82.3375,110.7384615,51.12571974,47.21664127,1.1640132,0.802321609,163.0,114.0769231,90.2786,55.50229231,3.585032949,1.289099343,7.1055,4.919538462,2.213363839,2.063362233,1,0.846153846,66.98998734,36.26021023,1.178059558,1.330322399,128.2426,12.51216923,53.2860956,49.90972967,714.9461837,927.0479921,810.6,666.1692308,138.0064058,89.4873423,1.25775304,1.337226982,205,23.07692308,76.64528687,78.68189269,4870.35725,3147.692538,749.1889155,68.67620662,1.034495294,0.88274692,8958.571,2066.922846,3422.728556,3780.735848,60.72149283,89.96291576,127.05,74.35384615,1.098226113,0.980219467,12.878,2.903538462,4.585759561,5.39915111,108.756645,96.39892769,7.55238461,1.096295409,0.336261916,0.203148214,399.97342,92.29338,168.3010468,166.4403826,96.0,91.62035714285716,67.0
Nd1Ba2Cu3O7.04,4,2.25,2.076687117,0.433012702,0.266094349,1.368922361,1.200208799,773.025,998.1383436,325.5704638,350.2493733,1.304577661,0.873920363,82.3375,110.8358896,51.12571974,47.17687463,1.1640132,0.800600812,163.0,113.8742331,90.2786,55.38111779,3.585032949,1.282162389,7.1055,4.905128834,2.213363839,2.063164833,1,0.849693252,66.98998734,36.16932124,1.178059558,1.330792238,128.2426,12.42471043,53.2860956,49.88097964,714.9461837,928.0385305,810.6,668.153681,138.0064058,89.31651989,1.25775304,1.337414829,205,23.00613497,76.64528687,78.64605504,4870.35725,3138.041423,749.1889155,67.86525455,1.034495294,0.8827573,8958.571,2060.578209,3422.728556,3778.940175,60.72149283,90.08993155,127.05,74.56288344,1.098226113,0.980599076,12.878,2.89395092,4.585759561,5.39711915,108.756645,96.10330699,7.55238461,1.083858193,0.336261916,0.203155517,399.97342,92.01018994,168.3010468,166.2703417,82.5,82.5,82.5
Nd1Ba2Cu3O7.16,4,2.25,2.075987842,0.433012702,0.264978659,1.368922361,1.195375196,773.025,1001.010334,325.5704638,349.9318914,1.304577661,0.867530462,82.3375,111.1246201,51.12571974,47.05764316,1.1640132,0.795478518,163.0,113.2735562,90.2786,55.02201398,3.585032949,1.26182301,7.1055,4.862425532,2.213363839,2.062579944,1,0.860182371,66.98998734,35.90130516,1.178059558,1.33217145,128.2426,12.16552401,53.2860956,49.7939489,714.9461837,930.9802369,810.6,674.0346505,138.0064058,88.81219598,1.25775304,1.337941703,205,22.79635258,76.64528687,78.53668107,4870.35725,3109.440094,749.1889155,65.51778362,1.034495294,0.882788393,8958.571,2041.775711,3422.728556,3773.468667,60.72149283,90.46740031,127.05,75.18237082,1.098226113,0.981732672,12.878,2.865537994,4.585759561,5.390866682,108.756645,95.22722742,7.55238461,1.04782271,0.336261916,0.2031774,399.97342,91.17094888,168.3010468,165.7623006,95.3,95.3,95.3
Nd1Ba2Cu3S1O6,5,3.0,2.384615385,1.549193338,1.076923077,1.494365083,1.493309535,818.22,973.0076923,304.9053191,338.3556173,1.541874805,1.136049958,106.17,115.2769231,66.05318766,52.58212483,1.386035266,1.128353687,147.8,117.0769231,78.63588,56.73810769,3.098872741,1.509656586,6.0304,5.035538462,2.701920077,2.245314144,4,0.692307692,57.81149035,38.25212037,1.364531443,1.438377585,128.2426,18.66069231,53.04468026,49.10877139,764.4195392,907.7556542,810.6,565.1615385,125.8413147,93.6761751,1.472052889,1.473370424,205,32.23076923,74.99173288,76.82693992,4288.2858,3298.351846,908.0803726,119.7102147,1.245722341,1.027831725,8958.571,2067.032769,3275.253472,3690.300056,77.18429864,92.3926414,186.05,63.39230769,1.254899828,1.06687928,12.878,2.920615385,4.631059559,5.312483015,87.046316,96.41265231,3.671284588,1.282843457,0.340182693,0.204520275,399.97342,92.29542462,156.6701868,166.4324424,69.0,69.0,69.0
Pb0.5Ca1Sr2Y0.5Cu2O6.93,6,2.5,2.116009281,0.763762616,0.424135177,1.748970751,1.448366515,754.5166667,1000.965429,259.0063604,340.5224894,1.740013385,1.03457578,56.75,98.84802784,54.34959797,58.59255248,1.317124384,0.692081396,162.0,111.1863882,83.89154167,46.50725189,4.701818853,1.262768997,7.672,4.668481052,2.40187391,2.086796791,2,0.955916473,63.53361237,32.63185294,1.548297114,1.675581471,191.2006,10.45336427,60.80971823,43.31787008,720.0073414,937.1453008,764.1,679.9754834,145.9212734,88.90089069,1.713818537,1.642993137,171,27.9195669,57.91085103,71.47691789,4825.5715,2524.818482,1176.13477,58.62999742,1.393695002,1.258201601,11338.571,1385.158316,4051.307284,3611.784945,28.09203999,58.29106198,138.63,76.07540603,1.580586625,1.434913603,12.878,1.907311678,4.245512925,5.120692738,114.50443,84.77836036,18.80925794,1.208341033,1.069422972,0.821144426,399.97342,61.8573705,143.8004484,144.5783013,30.0,30.0,30.0
Pb0.5Ca1Sr2Y0.5Cu2O6.95,6,2.5,2.115830116,0.763762616,0.423832015,1.748970751,1.447243884,754.5166667,1001.44749,259.0063604,340.4801307,1.740013385,1.033193219,56.75,98.91544402,54.34959797,58.57237783,1.317124384,0.691114727,162.0,111.0888031,83.89154167,46.46013552,4.701818853,1.259383307,7.672,4.6616139,2.40187391,2.086659879,2,0.957528958,63.53361237,32.59595309,1.548297114,1.675588911,191.2006,10.43722008,60.80971823,43.3009826,720.0073414,937.633623,764.1,680.9532819,145.9212734,88.81631087,1.713818537,1.64287275,171,27.87644788,57.91085103,71.4647889,4825.5715,2520.921355,1176.13477,58.29463938,1.393695002,1.25820759,11338.571,1383.016869,4051.307284,3610.354908,28.09203999,58.37159011,138.63,76.17799228,1.580586625,1.435077859,12.878,1.904023166,4.245512925,5.119715334,114.50443,84.64746958,18.80925794,1.201239128,1.069422972,0.821148242,399.97342,61.76179683,143.8004484,144.5049441,50.0,50.0,50.0
Pb0.5Ca1Sr2Y0.5Cu2O6.97,6,2.5,2.115651503,0.763762616,0.423529498,1.748970751,1.446122459,754.5166667,1001.928065,259.0063604,340.4372179,1.740013385,1.031814522,56.75,98.98265227,54.34959797,58.55218122,1.317124384,0.690150901,162.0,110.9915189,83.89154167,46.41316446,4.701818853,1.256017094,7.672,4.654767926,2.40187391,2.086523398,2,0.959136469,63.53361237,32.56020327,1.548297114,1.675595097,191.2006,10.42112567,60.80971823,43.28408959,720.0073414,938.1206926,764.1,681.9280648,145.9212734,88.732072,1.713818537,1.642751051,171,27.83346184,57.91085103,71.4525626,4825.5715,2517.036247,1176.13477,57.96222496,1.393695002,1.258213576,11338.571,1380.882025,4051.307284,3608.924529,28.09203999,58.45198063,138.63,76.28026214,1.580586625,1.435241884,12.878,1.900744796,4.245512925,5.118731589,114.50443,84.51698247,18.80925794,1.194200674,1.069422972,0.821152057,399.97342,61.66651792,143.8004484,144.4316579,55.0,55.0,55.0
Pb0.5Ca1Sr2Y0.5Cu2O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.444442591,754.5166667,1002.646154,259.0063604,340.3718218,1.740013385,1.029753691,56.75,99.08307692,54.34959797,58.521846,1.317124384,0.688710467,162.0,110.8461538,83.89154167,46.34297885,4.701818853,1.251003954,7.672,4.644538462,2.40187391,2.08631948,2,0.961538462,63.53361237,32.50685783,1.548297114,1.675602037,191.2006,10.39707692,60.80971823,43.2587402,720.0073414,938.8489584,764.1,683.3846154,145.9212734,88.60634855,1.713818537,1.642566056,171,27.76923077,57.91085103,71.4340429,4825.5715,2511.231,1176.13477,57.46905006,1.393695002,1.258222551,11338.571,1377.692077,4051.307284,3606.778357,28.09203999,58.57230898,138.63,76.43307692,1.580586625,1.435487492,12.878,1.895846154,4.245512925,5.117244227,114.50443,84.32200462,18.80925794,1.183760377,1.069422972,0.821157776,399.97342,61.52414923,143.8004484,144.3218622,62.0,62.0,62.0
Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,8,2.375,2.115384615,0.695970545,0.423076923,2.04134527,1.576647497,737.1,1011.542308,244.000251,334.0914398,2.030529786,1.12971094,44.68125,99.335,51.61914312,58.15386231,1.45969278,0.707346031,173.25,110.8846154,94.13590625,51.036825,5.211985956,1.236451959,7.5415,4.558384615,2.294405381,2.08631948,2,1.0,75.13170676,34.41183992,1.898379244,1.958203371,191.2006,8.568538462,55.91965514,47.62896655,704.5464166,949.6591605,810.6,687.7269231,158.2458239,88.46286791,2.011265299,1.903748188,205,19.92307692,58.5144213,72.53239431,5139.178625,2818.154077,1730.347062,62.08316599,1.766459056,1.530803743,11338.571,1377.692077,3775.723946,3790.295352,18.07444316,58.37757111,141.0,76.67307692,1.91618792,1.661721359,12.878,1.895846154,3.708099345,5.069569274,100.1283225,79.66815846,22.93357257,1.121750639,1.388446972,0.869832378,399.97342,61.52414923,128.4881089,142.7351781,49.0,49.0,49.0
Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,8,2.375,2.115384615,0.695970545,0.423076923,2.04134527,1.567639102,737.1,1011.9,244.000251,333.5707329,2.030529786,1.125209866,44.68125,99.26638462,51.61914312,58.25796638,1.45969278,0.704031581,173.25,110.6230769,94.13590625,50.65446346,5.211985956,1.236451959,7.5415,4.558384615,2.294405381,2.08631948,2,1.015384615,75.13170676,34.29309791,1.898379244,1.944577958,191.2006,9.242538462,55.91965514,47.13162644,704.5464166,950.3058998,810.6,691.5923077,158.2458239,88.36471654,2.011265299,1.885580235,205,21.03076923,58.5144213,72.07936495,5139.178625,2811.384846,1730.347062,61.9454789,1.766459056,1.520081233,11338.571,1377.692077,3775.723946,3789.839498,18.07444316,57.99211937,141.0,76.67307692,1.91618792,1.644999452,12.878,1.895846154,3.708099345,5.069569274,100.1283225,79.79892769,22.93357257,1.127503321,1.388446972,0.869938517,399.97342,61.52414923,128.4881089,142.6863989,36.0,36.0,36.0
Pb0.5Cd0.5Sr2Ca0.5Y0.5Cu2O7,7,2.428571429,2.115384615,0.728431359,0.423076923,1.905420043,1.494853295,770.6142857,1013.330769,243.0136294,331.4758661,1.90121662,1.08775365,48.85714286,98.99192308,53.90435305,58.67173307,1.339536774,0.685075003,161.8571429,109.5769231,87.96575,49.12501731,4.902520466,1.236451959,7.476,4.558384615,2.339861626,2.08631948,2,1.0,68.92936867,33.8222131,1.740893385,1.784477251,191.2006,11.93853846,57.17653899,45.05500227,739.3962771,952.8972645,764.1,684.3846154,147.9856652,87.97319883,1.879042331,1.723755213,171,27.76923077,53.61617179,70.22829425,5371.918429,2784.307923,1564.052168,61.39777736,1.612415518,1.429160129,11338.571,1377.692077,3982.37784,3787.894568,18.48411679,56.47559532,141.0,76.67307692,1.757999174,1.509890206,12.878,1.895846154,3.959793501,5.069569274,111.86094,80.32200462,23.74106365,1.150810582,1.310386295,0.860713524,399.97342,61.52414923,133.2907195,142.4899153,65.0,65.0,65.0
Pb0.5Cd0.5Sr2Tb0.5Ca0.5Cu2O7,7,2.428571429,2.115384615,0.728431359,0.423076923,1.905420043,1.494853295,763.9857143,1011.546154,247.743718,333.7306966,1.8985792,1.082978066,51.77142857,99.77653846,53.41478138,57.88976334,1.385358963,0.712295351,163.7142857,110.0769231,97.96853571,51.818075,4.864799806,1.233883418,7.390285714,4.535307692,2.339861626,2.08631948,2,1.0,74.89310718,34.58632661,1.733829404,1.815085531,191.2006,11.93853846,62.35622006,49.24968404,731.1620737,950.0285318,764.1,685.1692308,149.2492057,88.17480056,1.876463415,1.727600741,177,27.76923077,55.51245494,70.99779145,5907.204143,2928.423308,1706.124944,62.85194116,1.633266615,1.48061486,11338.571,1377.692077,4076.161316,3918.395226,19.86511619,57.5818609,141.0,76.67307692,1.760469241,1.505535575,12.878,1.895846154,3.879608291,5.039650719,111.0037971,80.09123538,22.30961823,1.131702963,1.289401355,0.848754013,399.97342,61.52414923,133.915805,142.5970997,19.0,19.0,19.0
Pb0.5Cd0.5Sr2Tb0.6Ca0.4Cu2O7,7,2.428571429,2.123076923,0.728431359,0.429944265,1.905420043,1.495245011,763.9857143,1011.389231,247.743718,333.9338908,1.8985792,1.081821171,51.77142857,100.1429231,53.41478138,57.43051454,1.385358963,0.722862869,163.7142857,110.3153846,97.96853571,52.73228538,4.864799806,1.236113874,7.390285714,4.552692308,2.339861626,2.092836791,2,1.015384615,74.89310718,34.95478596,1.733829404,1.809965871,191.2006,12.24683077,62.35622006,50.11867199,731.1620737,949.7711482,764.1,688.9184615,149.2492057,88.27540583,1.876463415,1.724433784,177,27.76923077,55.51245494,71.33054526,5907.204143,2979.723308,1706.124944,63.66367054,1.633266615,1.484501595,11338.571,1377.692077,4076.161316,3943.58757,19.86511619,58.73981716,141.0,76.67307692,1.760469241,1.50227005,12.878,1.895846154,3.879608291,5.057302289,111.0037971,78.63738923,22.30961823,1.106733192,1.289401355,0.822216424,399.97342,61.52414923,133.915805,142.3303844,19.0,19.0,19.0
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,7,2.428571429,2.115384615,0.728431359,0.423076923,1.905420043,1.494853295,770.6142857,1013.330769,243.0136294,331.4758661,1.90121662,1.08775365,48.85714286,98.99192308,53.90435305,58.67173307,1.339536774,0.685075003,161.8571429,109.5769231,87.96575,49.12501731,4.902520466,1.236451959,7.476,4.558384615,2.339861626,2.08631948,2,1.0,68.92936867,33.8222131,1.740893385,1.784477251,191.2006,11.93853846,57.17653899,45.05500227,739.3962771,952.8972645,764.1,684.3846154,147.9856652,87.97319883,1.879042331,1.723755213,171,27.76923077,53.61617179,70.22829425,5371.918429,2784.307923,1564.052168,61.39777736,1.612415518,1.429160129,11338.571,1377.692077,3982.37784,3787.894568,18.48411679,56.47559532,141.0,76.67307692,1.757999174,1.509890206,12.878,1.895846154,3.959793501,5.069569274,111.86094,80.32200462,23.74106365,1.150810582,1.310386295,0.860713524,399.97342,61.52414923,133.2907195,142.4899153,70.5,52.0,22.0
Pb0.5Cu0.5Sr2Y0.5Ca0.5Cu2O7,6,2.5,2.115384615,0.763762616,0.423076923,1.748970751,1.403871036,754.5166667,1008.630769,259.0063604,334.3682537,1.740013385,1.00550176,56.75,103.5457692,54.34959797,55.43359716,1.317124384,0.720911043,162.0,108.9615385,83.89154167,47.24559423,4.701818853,1.271760561,7.672,4.819923077,2.40187391,2.08631948,2,1.0,63.53361237,33.0882887,1.548297114,1.619852411,191.2006,11.93853846,60.80971823,43.36331093,720.0073414,947.3469078,764.1,684.3846154,145.9212734,87.61974886,1.713818537,1.588929049,171,27.76923077,57.91085103,69.84404648,4825.5715,2796.231,1176.13477,61.48098258,1.393695002,1.123703787,11338.571,1722.307462,4051.307284,3806.779932,28.09203999,66.84095723,138.63,76.58192308,1.580586625,1.304911829,12.878,2.399692308,4.245512925,5.321803323,114.50443,92.01431231,18.80925794,1.215743274,1.069422972,0.621650828,399.97342,76.90876462,143.8004484,155.2022916,38.0,31.0,20.0
Pb0.5Sr1.8Ba0.2Y0.85Ca0.15Cu2.5O6.98,7,2.428571429,2.142526965,0.728431359,0.44637947,1.905420043,1.43738872,718.5142857,1008.146225,255.4953085,334.5948015,1.891053158,1.020215578,50.85,104.3574345,52.35223123,54.0629269,1.438572947,0.753915256,175.0,110.0647149,91.52517857,49.37626229,5.07271851,1.28515647,7.718857143,4.904126348,2.339861626,2.109392085,2,1.05238829,70.9292419,34.07986895,1.736083741,1.720667881,191.2006,11.77606317,59.32281217,44.97288126,683.947106,946.6814016,810.6,699.3087827,157.8562353,88.10681685,1.869186111,1.659574516,205,28.12788906,62.35841105,71.4363777,4637.632714,2892.887089,1374.968685,63.91426646,1.585576493,1.194643653,11338.571,1724.96345,3778.927015,3812.32115,25.79228007,71.56543015,138.63,76.58470724,1.765894188,1.34937185,12.878,2.424422188,3.93225662,5.396285626,100.7180829,86.95959387,18.69145938,1.132615488,1.160965867,0.504926834,399.97342,77.02730906,137.3494372,154.7834045,25.0,25.0,25.0
